rec-id,FirstName,Gender,LastName,FatherLastName,DateofBirth,FatherFirstName,FatherOccupation,MotherLastName,MotherFirstName,MotherOccupation,Occupation
rec-554-org,Elizabeth,F,ANDREWS,ANDREWS,1740-02-05,David,railway inspector,FORMAN,Agnes,pattern maker,coal miner
rec-555-dup-0,Jown,M,HOLLINGDALE,HOLLINGDALE,1743-05-17,George,farmer,PEARTON,Mary,coal merchant,farmers daughter
rec-555-dup-1,Jogn,M,HOLLINGDALE,HOLLINGDALE,1743-05-17,George,farmer,PEARTON,Mary,coal merchant,farmers daughter
rec-555-org,John,M,HOLLINGDALE,HOLLINGDALE,1743-05-17,George,farmer,PEARTON,Mary,coal merchant,farmers daughter
rec-556-org,Janet,F,WARWICK,WARWICK,1751-02-22,William,lab,BRYCE,Jane,painter,farmer
rec-557-org,Nellie,F,OATES,OATES,1741-07-28,William,dressmaker,LEYARD ,Christina,silk weaver,hind
rec-558-org,Alexander,M,FOX,FOX,1750-05-22,James,servant,HUNTER,Mary,stone mason,domestic servant
rec-559-org,Margaret,F,GARDNER,GARDNER,1742-08-01,William,house carpenter,HANOLD,Elizabeth,house agent,clerk
rec-56-org,Ella,F,TUCKER,TUCKER,1724-11-15,James,blacksmith,MOUNTFORD,Margret,master mariner,farmer
rec-560-dup-0,Anges,F,JONES,JONES,1741-08-31,John,labourer,MACHRAY,Jane,printer,coal miner
rec-560-org,Agnes,F,JONES,JONES,1741-08-31,John,labourer,MACHRAY,Jane,printer,coal miner
rec-561-org,Isabella,F,KENNETT,KENNETT,1742-10-03,Robert,foreman fire service,SHAW,Janet,lab,cloth dresser
rec-562-dup-0,Johm,M,THOMPSON,THOMPSON,1741-08-28,Jas,butcher,HISCOCKS,Elizabeth,shear striker,lab
rec-562-org,John,M,THOMPSON,THOMPSON,1741-08-28,Jas,butcher,HISCOCKS,Elizabeth,shear striker,lab
rec-563-org,Agnes,F,BRIDDON,BRIDDON,1741-12-29,William,tailor,BARKER,Elizabeth,civil engineer,book keeper
rec-564-org,James,M,BROAD,BROAD,1741-04-08,Charles,miner,WAKS,Mary,gardener (private),district nurse
rec-565-org,Alfred,M,WATSON,WATSON,1748-01-10,John,school mistress,LANCELY,Celia,corn dealer,joiner
rec-566-org,Hugh,M,HUSGROVE,HUSGROVE,1742-06-01,James,general labourer,LEE,Agness,general surgeon,engine fitter
rec-567-org,Ann,F,HAMPTON,HAMPTON,1745-01-20,Alexander,labourer,DAVIES,Rebecca,manager of newsagent/tobacconist,sailor
rec-568-org,Louisa,F,SHARPE,SHARPE,1744-03-25,James,baker,HANEND,Margt,co-op manager,lab
rec-569-org,Catherine,F,BAMSEY,BAMSEY,1741-08-07,John,labourer,LARKIN,Catherine,carpenter,ledger clerk (raf)
rec-57-org,David,M,FLINT,FLINT,1728-07-22,Robert,farmer,MORISON,Jane,grocer,mechanical engineer
rec-570-org,John,M,LLOYD,LLOYD,1740-11-17,David,designer,HARLE,Susina,fisherman,french polisher
rec-571-org,Jane,F,MAHER,MAHER,1746-04-09,William,ironmonger,BAXENDALL,Marion,machine maker,lab
rec-572-org,Jane,F,MAHER,MAHER,1746-04-09,William,ironmonger,BAXENDALL,Marion,machine maker,farmer
rec-573-org,Will,M,PHILIPS,PHILIPS,1742-04-10,Andrew,farmer,HAWGOOD,Mary,smith,warehouseman railway
rec-574-org,Jane,F,BENN,BENN,1743-09-30,Charles,domestic servant,HOWARTH,Jane,farm labourer,coal miner
rec-575-dup-0,Jaiiies,M,HONES,HONES,1741-04-06,Alexander,butcher,CONNELL,Therese,shop assistant,weaver
rec-575-org,James,M,HONES,HONES,1741-04-06,Alexander,butcher,CONNELL,Therese,shop assistant,weaver
rec-576-dup-0,Thomws,M,BIRKETT,BIRKETT,1742-03-28,Donald,blacksmith,ROLFE,Mary,miller,house carpenter
rec-576-org,Thomas,M,BIRKETT,BIRKETT,1742-03-28,Donald,blacksmith,ROLFE,Mary,miller,house carpenter
rec-577-dup-0,Marh,F,GRANT,GRANT,1741-01-18,James,mariner,MORSE,Margaret,labourer,master mariner
rec-577-dup-1,Mahy,F,GRANT,GRANT,1741-01-18,James,mariner,MORSE,Margaret,labourer,master mariner
rec-577-org,Mary,F,GRANT,GRANT,1741-01-18,James,mariner,MORSE,Margaret,labourer,master mariner
rec-578-dup-0,Sarab,F,TAYLOR,TAYLOR,1750-05-20,William,bricklayer,INNESS,Annie,labourer,carpenter
rec-578-org,Sarah,F,TAYLOR,TAYLOR,1750-05-20,William,bricklayer,INNESS,Annie,labourer,carpenter
rec-579-org,Jane,F,TIMOTHY,TIMOTHY,1747-04-17,William,confectioner,SUMNER,Joann,grocer,tailoress
rec-58-org,Betsy,F,BOWMAN,BOWMAN,1724-12-14,Hugh,draper,TREDWIN,Jane,clerk,lab
rec-580-org,Helen,F,SHEARER,SHEARER,1741-10-07,William,dressmaker,TRESIDDER,Margaret,machine operator,furnaceman
rec-581-dup-0,Mar9aret,F,CHAMBERS,CHAMBERS,1745-03-30,George,whitesmith,BURTON,Annie,actor,carpenter
rec-581-org,Margaret,F,CHAMBERS,CHAMBERS,1745-03-30,George,whitesmith,BURTON,Annie,actor,carpenter
rec-582-org,William,M,STEWART,STEWART,1751-12-07,John,mariner,MARIS,Janet,smith/forgeman,frame work knitter
rec-583-org,Chas,M,PENSON,PENSON,1750-10-24,Hugh,railway porter,CARTRIGHT,Sarah,navy,grocer
rec-584-dup-0,Willism,M,RICHARDSON,RICHARDSON,1741-02-20,John,private soldier,NOBLE,Catherine,bootmaker,master blacksmith
rec-584-dup-1,Wiljiam,M,RICHARDSON,RICHARDSON,1741-02-20,John,private soldier,NOBLE,Catherine,bootmaker,master blacksmith
rec-584-dup-2,Wilkiam,M,RICHARDSON,RICHARDSON,1741-02-20,John,private soldier,NOBLE,Catherine,bootmaker,master blacksmith
rec-584-org,William,M,RICHARDSON,RICHARDSON,1741-02-20,John,private soldier,NOBLE,Catherine,bootmaker,master blacksmith
rec-585-org,Alex,M,HARPER,HARPER,1743-06-06,John,farm lab,SAGE,Mary,farmer,factory worker - foreman
rec-586-org,Catherine,F,WALTON,WALTON,1739-08-28,Thos,brassfounder,TREDWELL,Elizabeth,farm labourer,farmer
rec-587-org,Jane,F,WALTON,WALTON,1739-08-28,Thos,brassfounder,TREDWELL,Elizabeth,farm labourer,building surveyor
rec-588-dup-0,Donals,M,SNOOK,SNOOK,1741-05-13,Alexr,mercantile clerk,THOMAS,Margaret,bootcloser,cashier at colliery
rec-588-org,Donald,M,SNOOK,SNOOK,1741-05-13,Alexr,mercantile clerk,THOMAS,Margaret,bootcloser,cashier at colliery
rec-589-org,Thomas,M,BOWMAN,BOWMAN,1741-09-02,Hugh,draper,TREDWIN,Jane,clerk,miner
rec-59-org,Mary,F,CORNER,CORNER,1731-05-30,Donald,chargehand/foreman,SCHOLES,Marion,bootmaker,river water mariner
rec-590-org,Mary,F,THOMAS,THOMAS,1745-01-27,Matthew,farmer,GILL,Margaret,domestic servant,warehouseman
rec-591-dup-0,Maggoe,F,PEARCE,PEARCE,1738-09-04,Anthony,paper merchant,CURD,Isabella,silk dyer,royal navy, engineer
rec-591-dup-1,Maggi,F,PEARCE,PEARCE,1738-09-04,Anthony,paper merchant,CURD,Isabella,silk dyer,royal navy, engineer
rec-591-org,Maggie,F,PEARCE,PEARCE,1738-09-04,Anthony,paper merchant,CURD,Isabella,silk dyer,royal navy, engineer
rec-592-org,John,M,HARRIS,HARRIS,1742-11-15,John,accountant,MUDD,Elisabeth,printer,grocer
rec-593-dup-0,Margzret,F,DUNN,DUNN,1744-08-06,William,miller,BROWN,Betsy,engineer,farmer
rec-593-org,Margaret,F,DUNN,DUNN,1744-08-06,William,miller,BROWN,Betsy,engineer,farmer
rec-594-org,Patrick,M,CORBY,CORBY,1747-11-24,Daniel,labourer,ASPREAL,Janet,joiner,coal miner (underground)
rec-595-org,Marion,F,SWANSON,SWANSON,1743-01-06,John,sawyer,JONES,Elisabeth,gamekeeper,decorator
rec-596-org,Geo,M,WOOTTON,WOOTTON,1746-01-05,George,secretary,COLLISON,Elizabeth,coachman,driller
rec-597-dup-0,Janpe,F,DURROCK,DURROCK,1744-01-30,John,labourer,WHITTINGTON,Isabella,husbandman,bootmaker
rec-597-dup-1,Jaen,F,DURROCK,DURROCK,1744-01-30,John,labourer,WHITTINGTON,Isabella,husbandman,bootmaker
rec-597-dup-2,Jame,F,DURROCK,DURROCK,1744-01-30,John,labourer,WHITTINGTON,Isabella,husbandman,bootmaker
rec-597-org,Jane,F,DURROCK,DURROCK,1744-01-30,John,labourer,WHITTINGTON,Isabella,husbandman,bootmaker
rec-598-org,Duncan,M,HOOP,HOOP,1743-09-27,Andrew,tailoress,MILLER,Catherine,publican,ag lab
rec-599-org,Sarah,F,READ,READ,1740-12-07,George,washerwoman,AYERS,Janet,musician,domestic servant
rec-6-org,Martha,F,GRIFFITHS,GRIFFITHS,1735-06-28,Leslie,indian army engineer,HARDY,Euphemia,brewery labourer,blacksmith
rec-60-org,Sarah,F,WALLER,WALLER,1726-06-06,Robert,hawker,SMITH,Caloline,farmer,shipwright (hm dockyard)
rec-600-org,Margaret,F,LOCH,LOCH,1743-05-12,Alfred,steam roller driver,MCMILLAN,Annie,miller,brass tube manufacturer
rec-601-dup-0,Wifree,F,KING,KING,1742-05-30,William,leather dresser,BARKER,Isabella,farmer,licensed victualler
rec-601-org,Winfree,F,KING,KING,1742-05-30,William,leather dresser,BARKER,Isabella,farmer,licensed victualler
rec-602-org,Betsy,F,LENNON,LENNON,1741-07-15,James,blacksmith,GREENHALGH,Isabella,fisherman,navy
rec-603-org,Sarah,F,WOOLCOCK,WOOLCOCK,1747-07-19,Murdo,dressmaker,KEIR,Jane,fisherman,hosier
rec-604-dup-0,Jariet,F,OWEN,OWEN,1745-07-29,Donald,brickmaker,HUSTHWAITE,Margaret,glovecutter,servant
rec-604-dup-1,Jamet,F,OWEN,OWEN,1745-07-29,Donald,brickmaker,HUSTHWAITE,Margaret,glovecutter,servant
rec-604-dup-2,Jaet,F,OWEN,OWEN,1745-07-29,Donald,brickmaker,HUSTHWAITE,Margaret,glovecutter,servant
rec-604-org,Janet,F,OWEN,OWEN,1745-07-29,Donald,brickmaker,HUSTHWAITE,Margaret,glovecutter,servant
rec-605-org,Neil,M,BODGE,BODGE,1746-05-20,Thomas,weaver,JOHNSTON,Mary,farmer,miller
rec-606-dup-0,hlizabeth,F,WALLER,WALLER,1745-04-30,John,farmer,KERR,Mary,gardener,farmer
rec-606-dup-1,El:zabeth,F,WALLER,WALLER,1745-04-30,John,farmer,KERR,Mary,gardener,farmer
rec-606-dup-2,Elizabeh,F,WALLER,WALLER,1745-04-30,John,farmer,KERR,Mary,gardener,farmer
rec-606-org,Elizabeth,F,WALLER,WALLER,1745-04-30,John,farmer,KERR,Mary,gardener,farmer
rec-607-org,John,M,STEDMAN,STEDMAN,1745-03-26,David,coal miner,HART,Helen,cutter,horse dealer
rec-608-org,Willia,M,ROBERTS,ROBERTS,1742-02-09,James,porter master,SKEELS,Mary,bookseller,domestic servant
rec-609-org,Jane,F,FOURACRE,FOURACRE,1741-04-09,John,shopkeeper,MALPAS,Margaret,weaver,clerk colliery
rec-61-org,Louisa,F,ROBINSON,ROBINSON,1731-10-21,James,shoemaker,STONE,Annie,coal miner,weaver
rec-610-org,James,M,CAMERON,CAMERON,1749-05-31,Charles,coachman,TAYLOR,Sarah,tailor,stone mason
rec-611-org,John,M,WARREN,WARREN,1744-11-11,John,bailiff,MCPHERSON,Margaret,lab,ag lab
rec-612-org,Thomas,M,HAYWOOD,HAYWOOD,1742-09-11,John,labourer,ROUSE,Janet,draper,ag lab
rec-613-org,Maria,F,FAULCONER,FAULCONER,1743-02-15,Hugh,blacksmith,WOOD,Agnes,rsm soldier,ag lab
rec-614-org,Mary,F,HAIGH,HAIGH,1744-04-15,John,shoemaker,LANGELAAN,Mary,cabinet maker,fitter
rec-615-org,Willia,M,FOOZS,FOOZS,1756-01-11,George,railway fireman,REID,Jane,brick manufacturer and contractor,solicitors clerk
rec-616-org,James,M,HIGGINS,HIGGINS,1743-08-29,James,vicar,ILSCOMBE,Annie,station master,draper
rec-617-org,Robert,M,WYBROW,WYBROW,1744-02-08,Alexander,seamer,EVANS,Marion,plasterer,shop assistant
rec-618-org,Flora,F,EDWARDS,EDWARDS,1752-06-03,Roderick,surveyor,LAWLOR,Margaret,domestic servant,copper miner
rec-619-org,John,M,DYER,DYER,1744-06-09,David,painter,ANDERSON,Alice,vinegar merchant,menswear retailer
rec-62-org,David,M,PHILLIPS,PHILLIPS,1726-11-01,John,textile worker,SHINN,Ellen,mariner,ag lab
rec-620-org,John,M,CALVERT,CALVERT,1742-02-04,Alexr,shoemaker,HENDELL,Janet,waterman,farmer
rec-621-org,Peter,M,BEEWELL,BEEWELL,1742-11-07,Wm,brass founder,GULLFORD,Margaret,market gardener,nutritionist
rec-622-org,James,M,SOUTHWORTH,SOUTHWORTH,1741-04-20,John,mill manager,PAYNE,Jane,farm servant,colour sgt r.m.
rec-623-org,Charles,M,POWELL,POWELL,1742-11-08,William,farmer,OWEN,Agnes,lab,labourer
rec-624-org,Duncan,M,BOND,BOND,1744-06-05,Alexander,clerk of cheque of ordnance,HOLDSWORTH,Margaret,basket maker,mariner
rec-625-org,James,M,WALMSLEY,WALMSLEY,1744-07-01,John,research chemist,LOOD,Margt,mason,labourer
rec-626-dup-0,Jhon,M,BUCK,BUCK,1747-01-28,Archibald,munitions factory worker,LEWIS,Jane,power station fitter/engineer,chemical works labourer
rec-626-dup-1,Johri,M,BUCK,BUCK,1747-01-28,Archibald,munitions factory worker,LEWIS,Jane,power station fitter/engineer,chemical works labourer
rec-626-dup-2,Johm,M,BUCK,BUCK,1747-01-28,Archibald,munitions factory worker,LEWIS,Jane,power station fitter/engineer,chemical works labourer
rec-626-org,John,M,BUCK,BUCK,1747-01-28,Archibald,munitions factory worker,LEWIS,Jane,power station fitter/engineer,chemical works labourer
rec-627-org,Leslie,M,MILLS,MILLS,1758-11-10,James,postmistress,KNOTT,Catherine,surgical instrument maker cutler,grocer
rec-628-org,Thomas,M,TIPLING,TIPLING,1743-09-03,John,drapers asst,WOODFORD,Esther,ag lab,ag lab
rec-629-dup-0,Jessiev,F,LAMB,LAMB,1742-08-27,Thomas,wool mill worker,GULLY,Margaret,servant,servant
rec-629-org,Jessie,F,LAMB,LAMB,1742-08-27,Thomas,wool mill worker,GULLY,Margaret,servant,servant
rec-63-org,John,M,WHATTON,WHATTON,1729-10-02,John,carpenter,STEPHENSON,Elisabeth,mariner,turner
rec-630-org,Annie,F,ARCHARDS,ARCHARDS,1745-12-20,Thomas,smith's labourer,TOMKINSON,Margt,registered nurse,iron turner
rec-631-org,Isabella,F,JANE,JANE,1742-10-06,Thomas,gas fitter,PEPPER,Janet,farmer,painter and decorator
rec-632-org,Agnes,F,ASTILE,ASTILE,1747-05-05,Daniel,labourer,WEST,Agnes,carpenter,printer
rec-633-dup-0,Mggie,F,CHAPLIN,CHAPLIN,1748-04-08,William,weaver,BROWNLIE,Ann,policeman,miner
rec-633-dup-1,Maggi4,F,CHAPLIN,CHAPLIN,1748-04-08,William,weaver,BROWNLIE,Ann,policeman,miner
rec-633-org,Maggie,F,CHAPLIN,CHAPLIN,1748-04-08,William,weaver,BROWNLIE,Ann,policeman,miner
rec-634-org,Mary,F,TUSTIN,TUSTIN,1745-06-19,Robert,ag lab,DUPLOCK,Martha,farrier,farmer
rec-635-org,Thomas,M,EDWARD,EDWARD,1742-02-11,Samuel,farmer,DAWSON,Helen,builder, master (dockyards),bricklayer
rec-636-org,Ann,F,HARDING,HARDING,1751-06-17,Charles,farm labourer,BROWN,Barbara,butcher,coffee house proprietor
rec-637-dup-0,Andeew,M,ROBSON,ROBSON,1752-04-03,Andrew,fisherman,SCRAGG,Grace,domestic servant,farmer
rec-637-org,Andrew,M,ROBSON,ROBSON,1752-04-03,Andrew,fisherman,SCRAGG,Grace,domestic servant,farmer
rec-638-org,John,M,DAVIES,DAVIES,1755-01-20,Walter,shoemaker,BEARD,Janet,loco engine driver,master mariner
rec-639-org,John,M,JONES,JONES,1755-04-02,Robert,butcher,KIDD,Elizabeth,farmer,shoemaker
rec-64-org,Thomas,M,BAKER,BAKER,1731-06-24,William,cordwainer,HALL,Elizebath,ag lab,miner
rec-640-org,Mary,F,FULKER,FULKER,1744-08-01,James,farmer,BARBER,Mary,coachman,weaver
rec-641-org,James,M,WATSON,WATSON,1741-12-31,Alexander,farmer,HAYES,Janet,grocer's assist.,farmer
rec-642-org,William,M,DAVIS,DAVIS,1749-09-21,Charles,royal navy able seaman,BARTLE,Elizabeth,farmer,tenant farmer
rec-643-org,John,M,CRAGGS,CRAGGS,1744-01-13,William,coal miner,LOVELL,Catharine,ag lab,servant
rec-644-org,Martha,F,PEARCE,PEARCE,1742-01-20,Anthony,paper merchant,CURD,Isabella,silk dyer,solicitor
rec-645-org,Alexr,M,NOLAN,NOLAN,1748-12-31,Patrick,carpenter,BELLINGHAM,Elizabeth,boot and shoe closer,labourer
rec-646-org,John,M,NOLAN,NOLAN,1748-12-31,Patrick,carpenter,BELLINGHAM,Elizabeth,boot and shoe closer,lab
rec-647-dup-0,Margcret,F,NOLAN,NOLAN,1748-12-31,Patrick,carpenter,BELLINGHAM,Elizabeth,boot and shoe closer,domestic service
rec-647-org,Margaret,F,NOLAN,NOLAN,1748-12-31,Patrick,carpenter,BELLINGHAM,Elizabeth,boot and shoe closer,domestic service
rec-648-org,Helen,F,THOMAS,THOMAS,1749-10-22,Samuel,landowner,STEWART,Catherine,labourer,farmer
rec-649-org,Margaret,F,ANDERSON,ANDERSON,1741-10-25,Patrick,farmer,MOON,Ann,police constable,milliner
rec-65-org,George,M,HOLLAND,HOLLAND,1728-03-05,Willia,lt rn,MAGRATH,Agnes,stone cutter,cloth dresser
rec-650-dup-0,Rezbecca,F,MASON,MASON,1748-04-29,William,bus driver,GILL,Margaret,carpenter,captain of militia
rec-650-dup-1,Rebefca,F,MASON,MASON,1748-04-29,William,bus driver,GILL,Margaret,carpenter,captain of militia
rec-650-org,Rebecca,F,MASON,MASON,1748-04-29,William,bus driver,GILL,Margaret,carpenter,captain of militia
rec-651-org,Agnes,F,SIDNEY,SIDNEY,1746-07-26,John,sub contractor, canal construction,ADSHEAD,Margrate,jute spinner,engine cleaner (railway)
rec-652-dup-0,Aleb,M,STEWART,STEWART,1742-07-09,David,coal miner,DAVIES,Jessie,farmer,sailor
rec-652-dup-1,lAex,M,STEWART,STEWART,1742-07-09,David,coal miner,DAVIES,Jessie,farmer,sailor
rec-652-org,Alex,M,STEWART,STEWART,1742-07-09,David,coal miner,DAVIES,Jessie,farmer,sailor
rec-653-dup-0,Georg3,M,NICHOLAS,NICHOLAS,1741-11-21,John,cabinet maker,LEVINAY,Elizabeth,teacher,farmer
rec-653-org,George,M,NICHOLAS,NICHOLAS,1741-11-21,John,cabinet maker,LEVINAY,Elizabeth,teacher,farmer
rec-654-org,Maggie,F,PETERS,PETERS,1748-09-11,Caldwell,farmer,NORTH,Maggie,boiler maker,delver
rec-655-org,James,M,JENNINGS,JENNINGS,1745-03-08,Duncan,coastguard,GREASELEY,Janet,mariner,spring knife cutler
rec-656-org,John,M,JOHNSTON,JOHNSTON,1742-09-02,Alexander,civil engineer,WOOD,Mary,mariner,ships carpenter
rec-657-dup-0,Willoam,M,ROGERS,ROGERS,1743-04-08,James,servant,ELDRED,Mary,manager, tile factory,police constable
rec-657-dup-1,Williarn,M,ROGERS,ROGERS,1743-04-08,James,servant,ELDRED,Mary,manager, tile factory,police constable
rec-657-dup-2,Williarn,M,ROGERS,ROGERS,1743-04-08,James,servant,ELDRED,Mary,manager, tile factory,police constable
rec-657-org,William,M,ROGERS,ROGERS,1743-04-08,James,servant,ELDRED,Mary,manager, tile factory,police constable
rec-658-org,Joseph,M,KEARSLEY,KEARSLEY,1747-08-01,Archibald,grocer,DOW,Ann,labourer,seaman
rec-659-dup-0,Mqary,F,RALPH,RALPH,1745-07-22,David,postboy,ALLISON,Elizabeth,tailor,labourer
rec-659-org,Mary,F,RALPH,RALPH,1745-07-22,David,postboy,ALLISON,Elizabeth,tailor,labourer
rec-66-dup-0,Henr6,M,ROGERS,ROGERS,1725-07-06,James,servant,ELDRED,Mary,manager, tile factory,porter
rec-66-org,Henry,M,ROGERS,ROGERS,1725-07-06,James,servant,ELDRED,Mary,manager, tile factory,porter
rec-660-dup-0,Robe5t,M,ROBINSON,ROBINSON,1742-06-30,Andrew,coalminer,GATLIFF,Susan,farmer,farmer
rec-660-dup-1,oRbert,M,ROBINSON,ROBINSON,1742-06-30,Andrew,coalminer,GATLIFF,Susan,farmer,farmer
rec-660-org,Robert,M,ROBINSON,ROBINSON,1742-06-30,Andrew,coalminer,GATLIFF,Susan,farmer,farmer
rec-661-org,Emma,F,JONES,JONES,1743-01-21,Thos,basket worker,TAYLOR,Marge,cordwainer,plumber
rec-662-org,Wm,M,MCDONALD,MCDONALD,1750-07-12,Alexander,warehouseman (grocers),RICHARDSON,Jabella,riding master,lab
rec-663-org,William,M,MAKEPIECE,MAKEPIECE,1750-02-10,George,dressmaker,HUMBLE,Eliza,bricklayer,builder
rec-664-org,Alexander,M,STONE,STONE,1741-10-24,Thomas,cloth finisher,MORGANS,Elizabeth,delver,coach painter
rec-665-org,Jane,F,BAKER,BAKER,1748-06-03,William,cordwainer,HALL,Elizebath,ag lab,baker
rec-666-org,Elizabeth,F,SERGEANT,SERGEANT,1741-11-14,Charles,ag lab,LLOYD,Jeanie,carpenter,thatcher
rec-667-org,Margt,F,SERGEANT,SERGEANT,1741-11-14,Charles,ag lab,LLOYD,Jeanie,carpenter,labourer
rec-668-org,Mary,F,HICKS,HICKS,1742-01-16,George,gardener,COCK,Lousia,servant,butcher
rec-669-org,Jas,M,BAKER,BAKER,1746-03-05,Robert,army sergeant,BEECH,Jessie,farm bailiff,baker
rec-67-org,David,M,TAYLOR,TAYLOR,1727-01-27,William,officer of customs & excise (docks),EVANS,Isabella,mechanical engineering worker (skilled),gamekeeper
rec-670-dup-0,Jaes,M,WILSON,WILSON,1747-07-13,John,coal miner,SPRATT,Mary,shop assistant,ag lab
rec-670-org,James,M,WILSON,WILSON,1747-07-13,John,coal miner,SPRATT,Mary,shop assistant,ag lab
rec-671-org,Mary,F,GEAKE,GEAKE,1742-09-10,Patrick,ag lab,ROBSON,Janet,cattle dealer,surgeon
rec-672-org,Robert,M,GRINDROD,GRINDROD,1765-10-28,John,carrier,BINKS,Isabela,labourer,chiropractor / osteopath
rec-673-org,Mary,F,WHATTON,WHATTON,1746-06-01,Jas,council gardener,HARRIS,Maggie,farm manager,farm worker
rec-674-org,Janet,F,SWIFTWELL,SWIFTWELL,1744-02-10,George,farmer,CUTHBERTSON,Catherine,railwayman,mine worker
rec-675-org,William,M,BUCKLEY,BUCKLEY,1749-07-24,Walter,painter,ARMITAGE,Jane,gentlemans servant,delver
rec-676-org,James,M,BENHAM,BENHAM,1746-09-07,Duncan,farm lab,ANSCOW,Isabella,bookseller,brassfounder
rec-677-org,Flora,F,MORRISON,MORRISON,1744-10-06,William,miller,HARRISON,Jessie,painter,ag lab
rec-678-dup-0,Jo5eph,M,WEST,WEST,1743-05-01,John,brickmaker,MARCH,Mary,farmer,ovenman
rec-678-org,Joseph,M,WEST,WEST,1743-05-01,John,brickmaker,MARCH,Mary,farmer,ovenman
rec-679-dup-0,Mattxhew,M,BOLTON,BOLTON,1744-05-20,Daniel,gardener, domestic,GRAHAM,Mary,weaver,file maker
rec-679-dup-1,Matthevv,M,BOLTON,BOLTON,1744-05-20,Daniel,gardener, domestic,GRAHAM,Mary,weaver,file maker
rec-679-org,Matthew,M,BOLTON,BOLTON,1744-05-20,Daniel,gardener, domestic,GRAHAM,Mary,weaver,file maker
rec-68-org,Margaret,F,ENGLISH,ENGLISH,1730-06-11,Robert,tailor,CHALMERS,Margaret,carriage works tinsmith,wheelwright
rec-680-org,Hugh,M,BLACKLOCK,BLACKLOCK,1745-03-20,Dugald,smith,POTTER,Ellen,framework knitter,barrister
rec-681-org,Barbera,F,WRIGHT,WRIGHT,1743-07-17,John,iron worker,BARNES,Georgeianie,railway labourer,farmer
rec-682-org,John,M,COLLINS,COLLINS,1741-08-02,William,curate,SMITH,Margt,railway platelayer,domestic servant
rec-683-org,Eliza,F,HILL,HILL,1744-07-09,James,superintendant, port of london authority,SPRINGETT,Maggie,labourer,head gardener
rec-684-org,William,M,HARDY,HARDY,1745-08-04,William,lab,WHEELDON,Isabella,baker,coachman
rec-685-org,Margaret,F,HARTLEY,HARTLEY,1745-08-13,John,farmer,GORDON,Christina,footman,shoe finisher
rec-686-org,Robert,M,WOODHOUSE,WOODHOUSE,1744-10-06,James,woollen draper,MORRISON,Margaret,smith,bank accountant
rec-687-dup-0,zlizabeth,F,HOPGOOD,HOPGOOD,1744-03-28,George,timber dealer,BUCK,Catherine,medical practitioner,boilermaker
rec-687-dup-1,Elizabetgh,F,HOPGOOD,HOPGOOD,1744-03-28,George,timber dealer,BUCK,Catherine,medical practitioner,boilermaker
rec-687-org,Elizabeth,F,HOPGOOD,HOPGOOD,1744-03-28,George,timber dealer,BUCK,Catherine,medical practitioner,boilermaker
rec-688-org,Archibald,M,CHRISTOPHERS,CHRISTOPHERS,1744-01-26,John,sailor,PILGRIM,Betsy,lab,ag lab
rec-689-org,Helen,F,ROBSON,ROBSON,1746-04-22,John,chimney sweep,HAYS,Alice,laboratory technician,civil servant
rec-69-org,Jane,F,HALL,HALL,1727-12-16,Daniel,forgeman,LATINDIE,Jane,gentleman,carpenter
rec-690-org,Will,M,BRIEN,BRIEN,1744-01-23,Andrew,gardener,ENTWISLE,Catherine,coachman,analytical chemist
rec-691-org,Margaret,F,BOLAND,BOLAND,1746-08-09,James,blacksmith,LEES,Agnes,master mariner,teacher
rec-692-dup-0,Ceciiia,F,BREWSDER,BREWSDER,1743-09-30,John,plumber,HEATHERMAN,Jane,milliner,shorthand typist
rec-692-dup-1,ecilia,F,BREWSDER,BREWSDER,1743-09-30,John,plumber,HEATHERMAN,Jane,milliner,shorthand typist
rec-692-org,Cecilia,F,BREWSDER,BREWSDER,1743-09-30,John,plumber,HEATHERMAN,Jane,milliner,shorthand typist
rec-693-org,William,M,FREEMAN,FREEMAN,1752-01-25,William,traindriver,FLETCHER,Barbara,shoemaker,mariner (ab)
rec-694-org,Isabella,F,FREEMAN,FREEMAN,1752-01-25,William,traindriver,FLETCHER,Barbara,shoemaker,farmer
rec-695-org,Jessie,F,CHAMBERS,CHAMBERS,1744-08-08,Will,carpenter,LIDDLE,Mary,carriage finisher,mason
rec-696-dup-0,Christinh,F,RUTHERFORD,RUTHERFORD,1744-10-19,Charles,dressmaker,BUSBY,Margt,woolsorter,book keeper
rec-696-dup-1,Chri5tina,F,RUTHERFORD,RUTHERFORD,1744-10-19,Charles,dressmaker,BUSBY,Margt,woolsorter,book keeper
rec-696-org,Christina,F,RUTHERFORD,RUTHERFORD,1744-10-19,Charles,dressmaker,BUSBY,Margt,woolsorter,book keeper
rec-697-org,Margaret,F,WATSON,WATSON,1743-09-03,Alexr,bricklayer,BUNKLE,Jemima,lab,joiner
rec-698-org,Robert,M,MCVEY,MCVEY,1743-08-08,Thomas,glass cutter,OSBORN,Margaret,teacher,clerk in holy orders, vicar
rec-699-org,Hugh,M,RAMSDEN,RAMSDEN,1744-06-16,Will,railway guard,WEBESTER,Elen,master butcher,painter
rec-7-org,James,M,THOMAS,THOMAS,1714-06-09,Matthew,farmer,PHILLIPS,C,domestic servant,farm worker
rec-70-org,Agnes,F,MCCRAE,MCCRAE,1729-03-02,Henry,servant,WALTERS,Jane,gardener,shoemaker
