FirstName,Gender,FatherLastName,FatherFirstName,MotherLastName,FatherOccupation,MotherOccupation,DateofBirth,MotherFirstName,LastName,Occupation
Margaret,F,TOMS,Andrew,CHALKER,hingemaker,farmer,1749-04-30,Catherine,TOMS,engineer
Jessie,F,FERRENY,John,LAMONT,paper mill labourer,carman,1745-06-23,Christina,FERRENY,domestic servant
George,M,SCHOFIELD,John,PRITCHARD,"bank clerk/cashier, comptometer operator",mines foreman,1749-03-09,Ann,SCHOFIELD,railway station clerk
Angus,M,FLETCHER,Andrew,COOK,bleacher,shop assistant in greengrocer's,1742-09-24,Ann,FLETCHER,shipwright foreman
James,M,WILSON,Alexander,STEWART,silk winder,pharmaceutical chemist,1744-03-17,Cecilia,WILSON,farmer
James,M,NELSON,Hugh,GREENAWAY,confection cook,nurseryman,1746-04-20,Christina,NELSON,secretary to the rajah
Mary,F,MCGREGOR,John,WATERS,labourer,clog maker,1744-12-30,Sarah,MCGREGOR,cigar maker
Elizabeth,F,SMITH,Hugh,GROAT,rural postman,clerk,1748-05-28,Mary,SMITH,straw bonnet maker
Mary,F,HERNE,John,JONES,farmer,tanner,1744-08-07,Elizabeth,HERNE,teacher
Helen,F,BEWSHER,Robert,BARRY,lab,gardener,1746-03-03,Mary,BEWSHER,butcher
Elizabeth,F,BROWN,Murdo,YORKE,trinity house pilot,musician,1746-01-31,Isabella,BROWN,puddler
Janet,F,DAWSON,Lewis,FIALON,bricklayer,mineral paint manufacturer,1746-07-26,Marion,DAWSON,harness maker
Andrew,M,COULSON,David,KNOWLES,labourer,farmer,1754-12-15,Jane,COULSON,barrister
John,M,STEWART,Thomas,BLACKBURN,ag lab,shepherd,1750-02-24,Janet,STEWART,servant
John,M,MINTO,John,HOBERTON,ag lab,straw plaiter,1750-12-13,Elizabeth,MINTO,news agent
John,M,MILWERT,James,WATT,labourer,hatter,1744-05-18,Jane,MILWERT,garage proprietor
John,M,WOOLLARD,Henry,BATEMAN,shoemaker,blacksmith,1753-02-26,Catherine,WOOLLARD,stocktaker (brewers)
James,M,WILLIAMS,David,EDGE,cab proprietor,dressmaker,1749-10-27,Isabella,WILLIAMS,ag lab
Grace,F,QUICK,William,ORTON,teacher,farmer,1743-02-18,Helen,QUICK,weaver
Elizabeth,F,KAYE,Robert,CALLIMORE,labourer,boot maker,1748-05-15,Isabella,KAYE,framework knitter
Ann,F,BRADFORD,John,REEVE,sub post master,dock foreman,1745-09-13,Ann,BRADFORD,straw plaiter
Jno,M,GRETTON,Andrew,FERDINAND,shepherd,blacksmith,1747-03-24,Helen,GRETTON,blacksmith
James,M,COURTENAY,William,HOLLOWAY,drayman,farmer,1745-02-28,Ellen,COURTENAY,electrician
Jacob,M,PERKINS,Peter,EGAN,cooper,farmer,1748-02-20,Catherine,PERKINS,farm labourer
William,M,BURTON,John,TROTT,farmer,schoolmaster,1746-12-06,Margaret,BURTON,carman (contractors)
Donald,M,LADD,John,FRESHWATER,ships carpenter,farm worker,1745-05-18,Bethia,LADD,carpenter
Margaret,F,BROWN,Willia,BARBOUR,bookbinder,painter & decorator,1759-04-10,Jane,BROWN,labourer
Fanny,F,CALLOWAY,Walter,LEWIS,outfitter,farmer,1746-01-23,Eliza,CALLOWAY,labourer
Robert,M,WALKER,John,FILBY,army sergeant,labourer,1750-01-21,Mary,WALKER,coal miner
Flora,F,GOUNDRY,Willia,RUSBY,fireman,needlemaker,1744-09-09,Margaret,GOUNDRY,surgeons apprentice
Agnes,F,BURNLEY,Robert,OLDERSHAW,secretary,tenant farmer,1744-12-17,Mary,BURNLEY,smith
Robert,M,WATSON,Alexander,ENGLISH,farmer,coal merchant,1743-04-20,Nellie,WATSON,coal miner
Kate,F,SCARLETT,Alexander,SMITH,farmer,ag lab,1742-03-05,Bella,SCARLETT,ladies maid
Mary,F,THOMPSON,Hendry,SQUIRE,carpenter,nailer,1749-02-05,Elizabeth,THOMPSON,dyer
John,M,ADAMSON,Andrew,GIBSON,weaver,fitter and turner,1743-06-01,Isabella,ADAMSON,labourer
Barbara,F,ROBERTS,Samuel,FORRESTER,domestic cleaner,jeweller,1747-12-15,Christiana,ROBERTS,wool comber
Mary,F,TAYLOR,William,EVANS,officer of customs & excise (docks),mechanical engineering worker (skilled),1743-12-27,Isabella,TAYLOR,labourer
Maria,F,SUMMERS,Dugald,DUFF,labourer,lab,1749-09-01,Mary,SUMMERS,shoe pressman
James,M,SALT,David,TURNER,fireman,coal miner,1750-08-28,Ann,SALT,works chemist
Janet,F,HUGHES,James,SAMBROOK,cottager,boot and shoe maker,1747-09-02,Agnes,HUGHES,gardener
Margaret,F,JOHNSON,John,FURRELL,wool broker,electrical engineer in the royal signals,1748-04-14,Margaret,JOHNSON,cotton weaver
Sarah,F,VAIL,Andrew,JONES,dockyard worker,shoe binder,1746-05-27,Mary,VAIL,shoemaker
Elizabeth,F,ONEIL,James,FARRENT,domestic service,carpenter,1747-12-08,Jane,ONEIL,lab
Annie,F,COMPSON,William,MIDDLETON,company secretary,engineer,1746-07-15,Janet,COMPSON,builder
John,M,CURTIS,Peter,FORBES,carter,mechanic,1749-02-20,Mary,CURTIS,private in army - stretcher bearer
Robert,M,CROSSGROVE,Robert,WATSON,general store keeper,farm lab,1745-06-03,Margaret,CROSSGROVE,teamster
Margaret,F,LLOYD,David,HARLE,designer,fisherman,1745-06-28,Susina,LLOYD,farm labourer
Agnes,F,LONDON,John,PASSMORE,farmer,map and print colourer,1748-03-12,Ann,LONDON,printer
Thomas,M,READ,George,AYERS,washerwoman,musician,1743-07-28,Janet,READ,quarryman
Ann,F,WATSON,Alfred,LAYCOCK,farmer,gardener,1744-02-19,Elizabeth,WATSON,sadler
Elizabeth,F,DARMER,John,MOORE,coal miner,bricklayer,1744-01-30,Catherine,DARMER,labourer
Jessie,F,MCCORMACK,Andrew,GOODALL,farmer,labourer,1750-01-08,Jane,MCCORMACK,boilermaker
John,M,RIMINGTON,Francis,JENKINS,bank manager,solicitor,1748-05-10,Rebecca,RIMINGTON,farmer
James,M,CROCKET,John,KINGSBURY,ag lab,ag lab,1748-08-22,Mary,CROCKET,electrical engineer
Euphemia,F,TURNBULL,Ritchie,WEBSTER,clerk & typist,farmer,1751-03-21,Christina,TURNBULL,shale miner
Agness,F,GRANT,James,MORSE,mariner,labourer,1750-01-25,Margaret,GRANT,book folder
George,M,STURGESS,Patrick,FORRESTER,shoe finisher,steel erector,1750-08-30,Annie,STURGESS,mason
Ann,F,GEORGE,Charles,CLOUGH,tenant farmer,shirt factory worker,1748-01-01,Eliza,GEORGE,weaver
David,M,BARR,Francis,JONES,ag lab,factory worker,1749-02-14,Jane,BARR,groom
James,M,WALKER,William,ZEBEDEE,constructional engineer,farmer,1747-06-25,Martha,WALKER,upholsterer and warehouseman
Elizabeth,F,WALKER,William,ZEBEDEE,constructional engineer,farmer,1747-06-25,Martha,WALKER,brick maker
Ann,F,CLEMO,Charles,BROWN,ag lab,grocer,1747-02-05,Sarah,CLEMO,labourer
Jeanie,F,MURRAY,Angus,TUMILTY,stockingmaker,warehouseman,1758-10-30,Elsie,MURRAY,platelayer
Thomas,M,RICHARDSON,John,NOBLE,private soldier,bootmaker,1743-12-09,Catherine,RICHARDSON,clerk
George,M,LINNELL,Angus,ROBERTS,navel officer,fish curer,1750-06-19,Margaret,LINNELL,labourer
Agnes,F,TUMIGAN,James,CHESHIRE,land agent,lab,1748-02-06,Alice,TUMIGAN,teacher in elementary school
James,M,DRYAL,Peter,MCKENZIE,draper,locksmith,1748-04-19,Jessie,DRYAL,labourer
George,M,GILMOUR,William,ALLEN,scrap labourer,railway clerk,1746-07-08,Isabella,GILMOUR,storekeeper
Peter,M,HONES,Alexander,CONNELL,butcher,shop assistant,1744-09-27,Therese,HONES,teacher
Janet,F,BROAD,Charles,WAKS,miner,gardener (private),1748-12-29,Mary,BROAD,salver polisher
Nellie,F,COOKSON,Alexander,ROBINSON,mariner,fancy manufacturer,1747-01-04,Jemima,COOKSON,cabinet maker
Arthur,M,COOKSON,Alexander,ROBINSON,mariner,fancy manufacturer,1747-01-04,Jemima,COOKSON,bonnet maker
John,M,MORRIS,John,MILLER,farmer,school attendance officer,1745-01-30,Margaret,MORRIS,joiner
Isabella,F,SOUTHWORTH,John,PAYNE,mill manager,farm servant,1745-04-18,Jane,SOUTHWORTH,farmer
James,M,BURROWS,William,DWERRYHOUSE,clerk in holy orders,yeoman,1748-05-10,Helen,BURROWS,clay tobacco pipe maker
Roderick,M,MAWSON,James,CAMERON,cotton operative,lab,1745-08-17,Janet,MAWSON,groom
Ellen,F,BIRD,William,BATH,ag lab,poultry man,1745-12-04,Julia,BIRD,blacksmith
John,M,STOUT,Robert,JONES,labourer,gardener,1748-08-13,Ellen,STOUT,fishmonger
Annie,F,JARVIS,George,KNOWLES,spool winder cotton mill,sailor,1746-03-21,Jane,JARVIS,weaver
Hugh,M,CHILDS,David,ROBSON,repairing fishing nets,painter,1757-11-30,Elizabeth,CHILDS,clerk
Thomas,M,MCNEILL,Robert,DOWLING,farmer,carpenter,1749-10-08,Catherine,MCNEILL,farmer
Christina,F,GREIG,Thomas,SMITH,whitefisher,lab,1750-06-13,Sohia,GREIG,schoolmistress
Peter,M,SNOOK,Alexr,THOMAS,mercantile clerk,bootcloser,1748-06-08,Margaret,SNOOK,engineers fitter
Alex,M,PARRY,Andrew,SNELLING,lab,sheep farmer,1755-07-08,Annie,PARRY,lab
Jane,F,POWNAL,John,PEECH,ag lab,textile manufacturer,1748-09-21,Margt,POWNAL,ploughman
Catherine,F,JENNINGS,James,BOND,engineer,ships officer,1744-10-04,Catherine,JENNINGS,farmer's wife
Johanna,F,SMITH,John,JOHNSON,woolcomber,shoe laster,1752-05-18,Jean,SMITH,railway clerk
Margaret,F,BOWLES,William,CRAMPTON,milliner,labourer,1745-11-20,Alice,BOWLES,lead worker
Margaret,F,HARTLEY,Ro,MUSTY,photographer,stonemason,1746-03-31,Marjory,HARTLEY,blacksmith
J,F,CHORLEY,John,SMITH,housekeeper,labourer,1746-01-11,Mary,CHORLEY,horse keeper
James,M,PALMER,Charles,OVERALL,gardener,clock case maker,1755-04-16,Betsy,PALMER,farmer
Janet,F,LENNON,James,GREENHALGH,blacksmith,fisherman,1746-06-06,Isabella,LENNON,traveller horseman
Robert,M,STIVEY,Edmund,LAWSON,butcher,gas works labourer,1747-04-13,Jane,STIVEY,farmer
Bernard,M,BROWN,James,GOODMAN,clerk  (biscuit works ),school master,1747-05-14,Mary,BROWN,ag lab
Alexander,M,OATES,William,LEYARD ,dressmaker,silk weaver,1747-11-30,Christina,OATES,sailmaker
Archibald,M,YEATES,James,FOOT,labourer,straw bonnet maker,1746-04-02,Catherine,YEATES,valet
Elizabeth,F,GAGE,Arthur,MOXLEY,builder,labourer,1744-11-13,Margt,GAGE,pilot
Catherine,F,TARRANT,Thomas,LEE,cabinet maker,labourer,1744-11-12,Isabella,TARRANT,housepainter
John,M,THOMAS,John,CLARK,nailer,labourer,1744-03-24,Jane,THOMAS,auctioneer
Henry,M,ORRDEL,William,BROOK,housekeeper,blacksmith,1744-05-19,Emily,ORRDEL,baker
Catherine,F,COLLINS,William,SMITH,curate,railway platelayer,1746-10-22,Margt,COLLINS,stoker on railway engine
Willia,M,BAMSEY,John,LARKIN,labourer,carpenter,1744-09-03,Catherine,BAMSEY,labourer
Charles,M,HILL,James,STOTT,g.p.o. telephonist,chemist,1752-05-08,Helen,HILL,gent
Rachell,F,WILLCOX,William,MASTERS,farmer,papermill worker,1749-01-22,Semena,WILLCOX,labourer
Euphemia,F,THOMPSON,Jas,HISCOCKS,butcher,shear striker,1744-12-30,Elizabeth,THOMPSON,engine driver
David,M,HILL,Thomas,DEWSON,ag lab,domestic servant,1745-10-05,Janet,HILL,blacksmith
Jas,M,MCLEAN,John,MILLER,electric metering factory,flax dresser,1745-03-11,Margret,MCLEAN,tenant farmer
Lewis,M,JONES,John,MACHRAY,labourer,printer,1744-06-03,Jane,JONES,soldier
Elizabeth,F,BOWMAN,Hugh,TREDWIN,draper,clerk,1745-10-22,Jane,BOWMAN,shepherd
Jane,F,MCNAIR,Joseph,RICHMOND,master bootmaker,cashier,1745-07-17,Isabella,MCNAIR,servant
Louis,M,HOLDEN,Edward,JONES,sawyer,spirit dealer,1748-04-05,Maggie,HOLDEN,joiner
Ellen,F,SHEARER,William,TRESIDDER,dressmaker,machine operator,1746-06-22,Margaret,SHEARER,shopkeeper
John,M,LUMSDEN,Patrick,BOUCHER,stonemason,farm servant / domestic,1747-06-23,Elizabeth,LUMSDEN,"experimental design department, sewing machine com"
Margaret,F,LUMSDEN,Patrick,BOUCHER,stonemason,farm servant / domestic,1747-06-23,Elizabeth,LUMSDEN,schoolmaster
Margaret,F,LUMSDEN,Patrick,BOUCHER,stonemason,farm servant / domestic,1747-06-23,Elizabeth,LUMSDEN,farmer
Willimina,F,NATT,Edmund,MEAD,clay tobacco pipe maker,plasterer,1752-05-28,Eliza,NATT,book keeper
Mary,F,HODGKINSON,James,COOK,lab,tailor,1747-04-22,Mary,HODGKINSON,blacksmith
James,M,SIMPSON,James,GRIFFIN,musician,boatman,1745-03-25,Marion,SIMPSON,carpenter
James,M,TUULLET,Alfred,GARSON,motor lorry driver,servant,1753-01-16,Grace,TUULLET,lab
David,M,HEARKNES,David,BONDAY,wholesale grocer,sawyer,1748-07-07,Margaret,HEARKNES,master tailor
Isabella,F,HUTCHINS,Charles,WALKER,mariner,joiner,1753-09-23,Mary,HUTCHINS,tailor
Mary,F,STONE,Thomas,MORGANS,cloth finisher,delver,1744-11-16,Elizabeth,STONE,shoemaker
Agnes,F,MORLEY,James,MCMURTRIE,cook and housekeeper,tax collector,1746-08-31,Barbara,MORLEY,teacher
James,M,KIDNEY,Peter,ADAMS,builder,labourer,1752-09-01,Marion,KIDNEY,labourer
Adam,M,ROWE,Charles,ANNISON,gardener,farmer,1750-08-05,Jane,ROWE,collier
Janet,F,RICHARD,John,KELLY,draper,actor,1752-01-29,Jane,RICHARD,farmer
John,M,MOOR,Donald,BIRD,musician,shoe shop assistant,1750-01-09,Charlot,MOOR,dressmaker
Thomas,M,DOWN,George,SHOOTER,printer,tanner,1752-10-12,Mary,DOWN,engineer
Alexander,M,HONEYWELL,William,STREMBELS,miller (postmill),engineer,1746-01-21,Jessie,HONEYWELL,doctor at hospital
James,M,BOLLANY,Arthur,CARESWELL,lamplighter,potter,1752-02-21,Sarah,BOLLANY,farmer
Kenneth,M,SERGEANT,Charles,LLOYD,ag lab,carpenter,1745-12-04,Jeanie,SERGEANT,mariner
Jean,F,NICHOLAS,John,LEVINAY,cabinet maker,teacher,1745-12-15,Elizabeth,NICHOLAS,carpenter
John,M,HUDGELL,Robert,GOOD,wesleyan methodist minister,bricklayer,1753-04-27,Sarah,HUDGELL,gardener
Bailey,M,HUDGELL,Robert,GOOD,wesleyan methodist minister,bricklayer,1753-04-27,Sarah,HUDGELL,chemist
Chirsty,F,WRIGHT,Andrew,MARLES,blacksmith,engineer,1753-12-31,Janet,WRIGHT,coachman
Jane,F,LANGLEY,James,CRACKRICH,stonecutter,customs officer,1745-08-02,Jemima,LANGLEY,labourer
May,F,CHURCH,John,SCARR,teacher,oil miller,1751-08-12,Mary,CHURCH,silverplater
Margaret,F,HARRISON,Delilah,GLEAVE,coal miner,farm bailiff,1744-09-13,Catharine,HARRISON,carrier
Margaret,F,PRUDEN,John,ADAMS,shipping clerk,engine driver,1749-02-22,Maggie,PRUDEN,bookbinder
Mary,F,CLOUGH,Angus,ADY,agent,iron moulder,1746-01-25,Elizabeth,CLOUGH,engine driver
Jane,F,ROGERS,Henry,ROBERTSHAW,porter,domestic servant,1744-12-16,Isabella,ROGERS,farmer
Isabella,F,SCOTT,Alex,RAYNER,lab,lab,1750-02-01,Isabella,SCOTT,cordwainer
Dugald,M,BRIDDON,William,BARKER,tailor,civil engineer,1747-09-29,Elizabeth,BRIDDON,labourer
Wm,M,BRIDDON,William,BARKER,tailor,civil engineer,1747-09-29,Elizabeth,BRIDDON,blacksmith
Charles,M,WATSON,Alexander,HAYES,farmer,grocer's assist.,1746-03-13,Janet,WATSON,mariner
Margaret,F,CARTWRIGHT,William,RAE,carpet weaver,cheesemonger,1744-06-03,Elizabeth,CARTWRIGHT,blacksmith
George,M,JONES,John,PENTLAND BROWN,fisherman,baker,1744-09-27,Annie,JONES,master mariner
Alexander,M,CHALLACOMBE,Charles,ROUND,labourer,teacher,1745-03-01,Margaret,CHALLACOMBE,banker mason
Agnes,F,EVANS,Peter,LEATT,road labourer,engine fitter,1748-10-02,Angelina,EVANS,farmer
Anne,F,HICKS,George,COCK,gardener,servant,1750-10-06,Lousia,HICKS,warehouseman
Alexander,M,LYNN,Hugh,LISLE,cabinet maker,pork butcher,1746-09-13,Isabella,LYNN,shipyard blacksmith
Margaret,F,SWARBRICK,John,HURDLE,music teacher,millgirl,1747-07-01,Isabella,SWARBRICK,railway guard
Susan,F,EMMERSON,George,WATSON,bricklayer,gamekeeper,1753-04-23,Mary,EMMERSON,cotton manufacturer
Margaret,F,STONES,James,COCKFIELD,draper,mechanic,1746-07-14,Mary,STONES,brushmaker
Robert,M,CALVERT,Alexr,HENDELL,shoemaker,waterman,1745-12-25,Janet,CALVERT,labourer
Hugh,M,CALVERT,Alexr,HENDELL,shoemaker,waterman,1745-12-25,Janet,CALVERT,engine fitter
John,M,ROBERTS,James,SKEELS,porter master,bookseller,1746-09-17,Mary,ROBERTS,tin plate worker
John,M,EDWARD,Samuel,DAWSON,farmer,"builder, master (dockyards)",1745-03-14,Helen,EDWARD,painter
James,M,KELLY,Martin,DAWES,labourer,merchant clerk (oil and colour manufacturer),1747-10-01,Jessie,KELLY,ironfounder
Alexander,M,KELLY,Martin,DAWES,labourer,merchant clerk (oil and colour manufacturer),1747-10-01,Jessie,KELLY,farm labourer
Daniel,M,BROSTEN,John,MCCALLUM,farmer,labourer,1750-11-03,Catherine,BROSTEN,pianist
Charlotte,F,HOOKHAM,James,DEARDEN,fisherman,chemist,1745-02-04,Georgina,HOOKHAM,labourer
Catherine,F,SCARLETT,Alexander,SMITH,farmer,ag lab,1744-11-28,Bella,SCARLETT,merchant
Jessie,F,FOSTER,Magnus,LEE,company manager,cabinet maker,1746-07-26,Mary,FOSTER,weaver
Jessie,F,CADDY,Alexander,ANKERS,grocer,sack manufacturer,1751-12-13,Janet,CADDY,coal miner
John,M,BRADLY,John,FERGUSON,tailor,secretary,1751-11-03,Elizabeth,BRADLY,gardener
Peter,M,LAW,Andrew,WHEELER,machinist in saw mill,farmer,1748-02-24,Mary,LAW,coal miner
Thomas,M,FRASER,Duncan,STANDLEY,bootmaker,worsted power loom weaver,1746-06-15,Isabella,FRASER,coal miner
James,M,LORD,Arch,FEILDWICK,plumber,hotel keeper,1749-03-10,Annie,LORD,bootmaker
David,M,BIRKETT,Donald,ROLFE,blacksmith,miller,1746-10-22,Mary,BIRKETT,marine engineer
Catherine,F,MORTIMER,John,LYNALL,telephone engineer - g.p.o.,dressmaker,1746-11-07,Elizth,MORTIMER,labourer
Ann,F,PHILIPS,Andrew,HAWGOOD,farmer,smith,1746-03-01,Mary,PHILIPS,servant
Patrick,M,LOWNDS,John,COTTOM,sawyer,labourer,1753-02-07,Elizabeth,LOWNDS,farmer
Robert,M,BELL,William,BELCHER,stonemason,merchant seaman,1745-09-19,Euphemia,BELL,farmer
John,M,MCDERMID,James,SMITH,dentists assistant,husbandman,1749-06-23,Janet,MCDERMID,labourer
Annie,F,ANDREWS,David,FORMAN,railway inspector,pattern maker,1745-12-19,Agnes,ANDREWS,farmer
Margaret,F,HOLLIDAY,Willia,JENKINS,weaver,gasfitters storekeeper,1751-09-19,Elizabeth,HOLLIDAY,labourer
Georgina,F,KEALY,William,GRAY,fisherman,baker,1748-04-18,Florina,KEALY,smith
Cath,F,KING,William,BARKER,leather dresser,farmer,1747-10-03,Isabella,KING,machine minder
John,M,HUSGROVE,James,LEE,general labourer,general surgeon,1748-09-21,Agness,HUSGROVE,lab
Grace,F,PUGH,William,FARLEY,gardener,chartered accountant,1755-12-21,Christina,PUGH,domestic servant
Christina,F,MCINTYRE,James,ROBINSON,baker,house painter,1750-12-23,Jessie,MCINTYRE,moulder (ironworks)
Robert,M,CROOKER,Thomas,NEWMAN,general servant,gardener,1746-01-26,Christina,CROOKER,army
Robert,M,HARTLEY,Alexander,HALE,wine porter,gold prospector,1745-10-16,Jane,HARTLEY,cotton weaver
John,M,JEPSON,Samuel,ADDIS,carter,miner,1751-09-02,Janet,JEPSON,turnkey
Ann,F,MACDONALD,Frederick,CHILD,undertaker,post office worker,1746-02-19,Bessie,MACDONALD,miner
Elizabeth,F,GOODFELLOW,Simon,PAYNE,hurdlemaker,farmer,1746-05-12,Margaret,GOODFELLOW,pew opener and church caretaker
Sarah,F,ENGLISH,Joseph,GEORGE,french polisher,thatcher,1753-03-31,Mary,ENGLISH,mechanic
Jessie,F,ORMISTON,Jas,EATCOAL,seaman,lorry driver,1751-05-26,Jane,ORMISTON,block and mast maker
Lawrence,M,ROBINSON,Andrew,GATLIFF,coalminer,farmer,1746-11-07,Susan,ROBINSON,bootcloser
Mary,F,FLINT,Robert,COLLIER,farmer,sadler and horse collar maker,1746-04-28,Annie,FLINT,ag lab
Robert,M,TAYLOR,George,JONES,servant,farmer,1748-11-23,Margaret,TAYLOR,farmer
Jeannie,F,KILLICK,Alexander,LEACH,insurance broker,iron & steel merchant,1747-06-12,Agnes,KILLICK,master carpenter
Alice,F,LIFTON,James,HOLLIWELL,gilder,carpenter,1746-07-22,Margaret,LIFTON,publican
George,M,STEWART,David,DAVIES,coal miner,farmer,1746-11-22,Jessie,STEWART,annealer at nail works
Hugh,M,NEWMAN,James,NORSK,chainmaker,crane driver,1746-11-03,Mary,NEWMAN,coal merchant
Thomas,M,PHILLIPPE,Robert,KING,servant,reeler,1749-01-08,Isabel,PHILLIPPE,woollen manufacturer
John,M,MACKAY,Willia,HOOPER,victualler,currier,1747-05-02,Lilian,MACKAY,corn miller
Felix,M,GARDNER,William,HANOLD,house carpenter,house agent,1749-04-27,Elizabeth,GARDNER,foreman
William,M,HULBERT,Gavin,MASKEL,bootmaker,ag lab,1747-12-28,Mary,HULBERT,engineer
Maggie,F,MORRIS JNR,Donald,SOWDEN,grocer,brushmaker,1762-01-31,Mary,MORRIS JNR,metal merchant
David,M,HOCKLEY,William,THOMAS,labourer,managing director (department store),1757-01-20,Isabella,HOCKLEY,regular soldier
Catherine,F,WOOD,John,WARD,collier,nailor,1745-06-01,Edith,WOOD,cement works labourer
Margaret,F,HARRIS,Daniel,BAKER,chimney cleaner,weaver,1749-03-06,Lydia,HARRIS,stonecutter
John,M,SHAW,Henry,MCKITTON,engineer,medical practitioner,1751-06-05,Margaret,SHAW,cycle and electrical retailer
Adam,M,BALLY,Wm,DOUR,clerk,boatman,1748-03-31,Elizabeth,BALLY,labourer
David,M,JOHNSTON,Alexander,WOOD,civil engineer,mariner,1746-10-04,Mary,JOHNSTON,road labourer
James,M,GEAKE,Patrick,ROBSON,ag lab,cattle dealer,1746-10-03,Janet,GEAKE,private in army - stretcher bearer
Abigail,F,HAYWOOD,John,ROUSE,labourer,draper,1746-04-20,Janet,HAYWOOD,ag lab
Jane,F,EARL OF DESART,Joseph,BIRNIE,wine & spirit merchant,gardener,1746-06-12,Barbara,EARL OF DESART,boot and shoemaker
John,M,HOWARD,Donald,BURNETT,constable,cooper,1757-05-12,Mary,HOWARD,tailor
Julia,F,KNOWLES,Robert,TROTTER,dressmaker,blacksmith,1754-10-11,Agnes,KNOWLES,servant
Roderick,M,HARRISON,Joseph,KENT,domestic servant,carpenter,1749-05-10,Agnes,HARRISON,clerk to electric supply company
John,M,BENN,John,BLACK,farmer,labourer,1755-06-23,Jane,BENN,shipmaster
Jane,F,WHITE,John,WOOD,iron works lab,printer and stationer,1747-11-04,Smith,WHITE,shipwright (hm dockyard)
Norman,M,JORDAN,Thomas,GRUNDY,saddler,servant,1748-03-19,Mary,JORDAN,military armament maker
Mary,F,FULLERTON,Richard,HART,railway mechanic,tailor,1760-01-16,Mary,FULLERTON,tailor
Susan,F,FLETCHER,Andrew,COOK,bleacher,shop assistant in greengrocer's,1746-07-17,Ann,FLETCHER,cargo superintendant
Marjory,F,KENNETT,Robert,SHAW,foreman fire service,lab,1751-05-20,Janet,KENNETT,tailor
George,M,JANE,Thomas,PEPPER,gas fitter,farmer,1745-05-23,Janet,JANE,labourer
Johanna,F,POTTER,Robert,WALLS,paper maker,spinner,1749-01-28,Mary,POTTER,housekeeper
Helen,F,MILLETT,George,YELLARD,saddler,lab,1745-11-10,Margret,MILLETT,tailoress
Mary,F,JONE,William,HARROD,bricklayer,moulder,1746-04-15,Christina,JONE,farm lab
Agnes,F,GIBBS,James,GRUNDY,miner,salvation army officer,1750-09-18,Agnes,GIBBS,printer and bookbinder
Samuel,M,MCCOOMBS,Alexander,FRY,carpenter,sailor,1748-09-09,Janet,MCCOOMBS,clergyman
Ellen,F,POWELL,William,OWEN,farmer,lab,1748-07-30,Agnes,POWELL,carpenter
Mary,F,HARRIS,John,MUDD,accountant,printer,1748-05-01,Elisabeth,HARRIS,stevedore
Euphemia,F,PLATT,Alexander,RANSON,house servant,stitcher,1747-05-15,Ann,PLATT,boot maker
John,M,PARKER,John,WILLIAM,plumber,inspector of munitions,1746-10-11,Isabella,PARKER,blacksmith
Jeanie,F,OLDERSHAW,Andrew,WILLIAMS,labourer,tailor,1752-03-05,Mary,OLDERSHAW,clerk in oil co.
Thomas,M,ONSLOW,Robert,STEDMAN,lab,narrow ribbon handloom weaver,1747-06-30,Elizabeth,ONSLOW,case maker
William,M,MCQUEEN,Matthew,PHIGHTON,telegraph asst,fish & game dealer,1759-03-31,Agnes,MCQUEEN,currier apprentice
Jane,F,TROUP,David,LENNARD,corn factor and seedsman,coal miner,1744-04-03,Jessie,TROUP,shoe hand
Willi,M,TONGE,Mark,BASKETFIELD,army officer,servant,1747-04-05,Margaret,TONGE,school teacher
Mary,F,TEMPLER,James,WINSOR,master saddler,hat-maker,1746-05-27,Barbara,TEMPLER,builder
Cath,F,WALTON,Thos,TREDWELL,brassfounder,farm labourer,1746-07-09,Elizabeth,WALTON,gardener
David,M,SHEA,Nathanieal,POTTER,"marine engineer, fitter",farmer,1756-06-15,Anne,SHEA,waggoner
Thomas,M,SUNDERLAND,Alexander,FRESHWATER,farm lab,brass moulder,1748-03-02,Margaret,SUNDERLAND,leather merchant
William,M,JONES,Thos,TAYLOR,basket worker,cordwainer,1748-02-09,Marge,JONES,farmer
Mary,F,ASHFORD,Allan,PIERCE,refreshment contractor,labourer,1747-11-03,Maggie,ASHFORD,building contractor
Thomas,M,HOLLAND,Robt,ATKINS,resident maid,ironmonger,1748-06-12,Margaret,HOLLAND,master cutler
Isabella,F,PARKINSON,John,IRVINE,butcher,blacksmith,1746-07-26,Ellen,PARKINSON,framework knitter
John,M,BROWN,Alexander,MURRAY,weaver,agent for kenmare estates,1745-03-31,Mary,BROWN,gardener
Helen,F,BRAILSFORD,Robert,RODGERS,brass finisher,labourer,1747-11-23,Margaret,BRAILSFORD,secretary
William,M,SAUNDERS,Patrick,SMITH,shepherd,publican & innkeeper,1755-11-05,Helen,SAUNDERS,builder
James,M,FAULCONER,Hugh,WOOD,blacksmith,rsm soldier,1746-07-12,Agnes,FAULCONER,priest
Elizabeth,F,QUICK,William,ORTON,teacher,farmer,1745-12-06,Helen,QUICK,nurseryman
Peter,M,GUNTON,John,SNELLING,tailoress,farmer,1746-09-11,Margaret,GUNTON,shoemaker
Charles,M,LARCOMBE,Alex,ROSS,master merchant mariner,farm bailiff,1750-04-10,Margaret,LARCOMBE,farmer
